<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.EMC,1,20160201,204800,24.6400000,24.6400000,24.6400000,24.6400000,200
US1.EMC,1,20160201,204900,24.6500000,24.6550000,24.6500000,24.6550000,1972
US1.EMC,1,20160201,205100,24.6550000,24.6550000,24.6550000,24.6550000,200
US1.EMC,1,20160201,205200,24.6500000,24.6500000,24.6500000,24.6500000,100
US1.EMC,1,20160201,205300,24.6500000,24.6500000,24.6500000,24.6500000,661
US1.EMC,1,20160201,205400,24.6300000,24.6300000,24.6300000,24.6300000,100
US1.EMC,1,20160201,205500,24.6100000,24.6150000,24.6100000,24.6150000,200
US1.EMC,1,20160201,205600,24.6150000,24.6300000,24.6150000,24.6300000,400
US1.EMC,1,20160201,205700,24.6250000,24.6250000,24.6200000,24.6200000,1300
US1.EMC,1,20160201,205800,24.6300000,24.6350000,24.6300000,24.6350000,700
US1.EMC,1,20160201,205900,24.6400000,24.6400000,24.6400000,24.6400000,400
US1.EMC,1,20160201,210000,24.6500000,24.6500000,24.6500000,24.6500000,3214
US1.EMC,1,20160201,210100,24.6650000,24.6650000,24.6450000,24.6500000,3900
US1.EMC,1,20160201,210200,24.6550000,24.6550000,24.6500000,24.6500000,1000
US1.EMC,1,20160201,210300,24.6550000,24.6550000,24.6500000,24.6500000,500
US1.EMC,1,20160201,210400,24.6500000,24.6650000,24.6500000,24.6600000,2637
US1.EMC,1,20160201,210500,24.6500000,24.6500000,24.6250000,24.6350000,4300
US1.EMC,1,20160201,210600,24.6400000,24.6450000,24.6400000,24.6400000,4000
US1.EMC,1,20160201,210700,24.6300000,24.6300000,24.6300000,24.6300000,100
US1.EMC,1,20160201,210800,24.5900000,24.5900000,24.5900000,24.5900000,100
US1.EMC,1,20160201,210900,24.5900000,24.5900000,24.5900000,24.5900000,200
US1.EMC,1,20160201,211000,24.5900000,24.5900000,24.5900000,24.5900000,100
US1.EMC,1,20160201,211100,24.5900000,24.5900000,24.5900000,24.5900000,500
US1.EMC,1,20160201,211200,24.5800000,24.5800000,24.5800000,24.5800000,200
US1.EMC,1,20160201,211400,24.5850000,24.5850000,24.5850000,24.5850000,200
US1.EMC,1,20160201,211500,24.5850000,24.6050000,24.5850000,24.5900000,3700
US1.EMC,1,20160201,211600,24.6000000,24.6000000,24.6000000,24.6000000,300
US1.EMC,1,20160201,211700,24.6100000,24.6300000,24.6100000,24.6300000,2200
US1.EMC,1,20160201,211800,24.6300000,24.6300000,24.6100000,24.6250000,4672
US1.EMC,1,20160201,211900,24.6300000,24.6300000,24.6050000,24.6050000,7500
US1.EMC,1,20160201,212000,24.6000000,24.6300000,24.6000000,24.6300000,1900
US1.EMC,1,20160201,212100,24.6300000,24.6300000,24.6100000,24.6100000,6208
US1.EMC,1,20160201,212200,24.6150000,24.6500000,24.6150000,24.6500000,5090
US1.EMC,1,20160201,212300,24.6400000,24.6400000,24.6300000,24.6400000,2000
US1.EMC,1,20160201,212400,24.6500000,24.6700000,24.6500000,24.6700000,2000
US1.EMC,1,20160201,212500,24.6750000,24.6750000,24.6700000,24.6700000,900
US1.EMC,1,20160201,212600,24.6700000,24.6700000,24.6700000,24.6700000,800
US1.EMC,1,20160201,212700,24.6700000,24.6900000,24.6700000,24.6900000,800
US1.EMC,1,20160201,213000,24.7000000,24.7000000,24.6900000,24.6900000,1100
US1.EMC,1,20160201,213100,24.6700000,24.6700000,24.6500000,24.6500000,700
US1.EMC,1,20160201,213200,24.6500000,24.6500000,24.6500000,24.6500000,400
US1.EMC,1,20160201,213300,24.6500000,24.6500000,24.6500000,24.6500000,100
US1.EMC,1,20160201,213400,24.6500000,24.6500000,24.6400000,24.6400000,600
US1.EMC,1,20160201,213500,24.6350000,24.6350000,24.6200000,24.6200000,1100
US1.EMC,1,20160201,213600,24.6100000,24.6200000,24.6100000,24.6200000,600
US1.EMC,1,20160201,213700,24.6250000,24.6250000,24.6200000,24.6200000,200
US1.EMC,1,20160201,213800,24.6200000,24.6200000,24.6100000,24.6100000,900
US1.EMC,1,20160201,213900,24.6200000,24.6200000,24.6200000,24.6200000,1200
US1.EMC,1,20160201,214000,24.6200000,24.6200000,24.6200000,24.6200000,300
US1.EMC,1,20160201,214100,24.6200000,24.6200000,24.6200000,24.6200000,127
US1.EMC,1,20160201,214200,24.6300000,24.6300000,24.6300000,24.6300000,900
US1.EMC,1,20160201,214300,24.6400000,24.6450000,24.6400000,24.6450000,532
US1.EMC,1,20160201,214400,24.6500000,24.6550000,24.6400000,24.6400000,1239
US1.EMC,1,20160201,214500,24.6300000,24.6300000,24.6000000,24.6000000,800
US1.EMC,1,20160201,214600,24.5900000,24.5950000,24.5900000,24.5950000,200
US1.EMC,1,20160201,214700,24.5900000,24.6000000,24.5900000,24.6000000,1000
US1.EMC,1,20160201,214800,24.6100000,24.6350000,24.6100000,24.6350000,1000
US1.EMC,1,20160201,215000,24.6400000,24.6500000,24.6400000,24.6500000,1200
US1.EMC,1,20160201,215100,24.6500000,24.6500000,24.6400000,24.6450000,700
US1.EMC,1,20160201,215200,24.6450000,24.6450000,24.6450000,24.6450000,300
US1.EMC,1,20160201,215300,24.6400000,24.6400000,24.6350000,24.6350000,200
US1.EMC,1,20160201,215400,24.6350000,24.6350000,24.6350000,24.6350000,100
US1.EMC,1,20160201,215500,24.6350000,24.6350000,24.6350000,24.6350000,100
US1.EMC,1,20160201,215600,24.6400000,24.6400000,24.5900000,24.5900000,6507
US1.EMC,1,20160201,215700,24.6000000,24.6050000,24.6000000,24.6050000,425
US1.EMC,1,20160201,215800,24.6000000,24.6000000,24.5900000,24.5900000,3200
US1.EMC,1,20160201,215900,24.5700000,24.5700000,24.5600000,24.5700000,1579
US1.EMC,1,20160201,220000,24.5700000,24.5700000,24.5550000,24.5600000,1700
US1.EMC,1,20160201,220200,24.5700000,24.5800000,24.5700000,24.5800000,500
US1.EMC,1,20160201,220300,24.5900000,24.6000000,24.5900000,24.6000000,500
US1.EMC,1,20160201,220400,24.6000000,24.6100000,24.6000000,24.6100000,500
US1.EMC,1,20160201,220500,24.6000000,24.6000000,24.6000000,24.6000000,300
US1.EMC,1,20160201,220700,24.5700000,24.5750000,24.5600000,24.5600000,1800
US1.EMC,1,20160201,220800,24.5500000,24.5500000,24.5500000,24.5500000,100
US1.EMC,1,20160201,220900,24.5500000,24.5500000,24.5450000,24.5500000,2100
US1.EMC,1,20160201,221000,24.5500000,24.5500000,24.5500000,24.5500000,100
US1.EMC,1,20160201,221100,24.5450000,24.5450000,24.5450000,24.5450000,100
US1.EMC,1,20160201,221200,24.5450000,24.5500000,24.5450000,24.5500000,200
US1.EMC,1,20160201,221300,24.5450000,24.5450000,24.5450000,24.5450000,600
US1.EMC,1,20160201,221400,24.5400000,24.5450000,24.5400000,24.5450000,400
US1.EMC,1,20160201,221500,24.5400000,24.5400000,24.5100000,24.5100000,3300
US1.EMC,1,20160201,221600,24.5200000,24.5200000,24.5200000,24.5200000,549
US1.EMC,1,20160201,221800,24.5250000,24.5300000,24.5250000,24.5300000,1300
US1.EMC,1,20160201,221900,24.5350000,24.5600000,24.5350000,24.5550000,1100
US1.EMC,1,20160201,222000,24.5600000,24.5650000,24.5600000,24.5650000,499
US1.EMC,1,20160201,222200,24.5700000,24.5800000,24.5700000,24.5800000,900
US1.EMC,1,20160201,222300,24.5800000,24.5800000,24.5800000,24.5800000,100
US1.EMC,1,20160201,222400,24.5750000,24.5750000,24.5600000,24.5600000,2000
US1.EMC,1,20160201,222500,24.5600000,24.5700000,24.5550000,24.5700000,2000
US1.EMC,1,20160201,222600,24.5750000,24.5750000,24.5700000,24.5700000,700
US1.EMC,1,20160201,222700,24.5600000,24.5600000,24.5300000,24.5300000,2000
US1.EMC,1,20160201,222800,24.5250000,24.5300000,24.5250000,24.5300000,3048
US1.EMC,1,20160201,223000,24.5200000,24.5200000,24.5000000,24.5100000,7277
US1.EMC,1,20160201,223100,24.5100000,24.5100000,24.5050000,24.5050000,1000
US1.EMC,1,20160201,223200,24.5100000,24.5300000,24.5100000,24.5300000,1084
US1.EMC,1,20160201,223300,24.5450000,24.5600000,24.5450000,24.5600000,2000
US1.EMC,1,20160201,223400,24.5550000,24.5550000,24.5550000,24.5550000,100
US1.EMC,1,20160201,223700,24.5550000,24.5550000,24.5500000,24.5500000,3013
US1.EMC,1,20160201,223800,24.5300000,24.5300000,24.5300000,24.5300000,100
US1.EMC,1,20160201,223900,24.5350000,24.5350000,24.5300000,24.5300000,1500
US1.EMC,1,20160201,224000,24.5250000,24.5300000,24.5250000,24.5300000,700
US1.EMC,1,20160201,224100,24.5300000,24.5300000,24.5200000,24.5200000,854
US1.EMC,1,20160201,224200,24.5300000,24.5500000,24.5300000,24.5500000,1738
US1.EMC,1,20160201,224300,24.5500000,24.5500000,24.5500000,24.5500000,300
US1.EMC,1,20160201,224500,24.5700000,24.5700000,24.5700000,24.5700000,400
US1.EMC,1,20160201,224600,24.5600000,24.5600000,24.5500000,24.5500000,1696
US1.EMC,1,20160201,224700,24.5500000,24.5600000,24.5500000,24.5600000,1700
US1.EMC,1,20160201,224800,24.5700000,24.5800000,24.5700000,24.5750000,800
US1.EMC,1,20160201,224900,24.5750000,24.5750000,24.5700000,24.5750000,8586
US1.EMC,1,20160201,225000,24.5700000,24.5700000,24.5700000,24.5700000,6406
US1.EMC,1,20160201,225100,24.5750000,24.6050000,24.5750000,24.6050000,1850
US1.EMC,1,20160201,225200,24.6100000,24.6100000,24.6100000,24.6100000,300
US1.EMC,1,20160201,225400,24.6100000,24.6150000,24.6100000,24.6150000,500
US1.EMC,1,20160201,225500,24.6150000,24.6150000,24.5900000,24.5900000,3000
US1.EMC,1,20160201,225600,24.5900000,24.5950000,24.5900000,24.5950000,550
US1.EMC,1,20160201,225700,24.5950000,24.6000000,24.5950000,24.6000000,1200
US1.EMC,1,20160201,225800,24.6100000,24.6100000,24.6100000,24.6100000,400
US1.EMC,1,20160201,230100,24.6200000,24.6200000,24.6200000,24.6200000,1200
US1.EMC,1,20160201,230200,24.6100000,24.6100000,24.6000000,24.6000000,1912
US1.EMC,1,20160201,230300,24.5950000,24.5950000,24.5800000,24.5850000,1613
US1.EMC,1,20160201,230400,24.5850000,24.5850000,24.5800000,24.5800000,400
US1.EMC,1,20160201,230500,24.5800000,24.5800000,24.5700000,24.5700000,1300
US1.EMC,1,20160201,230600,24.5600000,24.5600000,24.5500000,24.5500000,4000
US1.EMC,1,20160201,230700,24.5600000,24.5600000,24.5600000,24.5600000,1300
US1.EMC,1,20160201,230800,24.5700000,24.5800000,24.5700000,24.5800000,1561
US1.EMC,1,20160201,230900,24.5800000,24.5850000,24.5600000,24.5600000,3835
US1.EMC,1,20160201,231100,24.5700000,24.5700000,24.5700000,24.5700000,1400
US1.EMC,1,20160201,231300,24.5600000,24.5600000,24.5200000,24.5200000,3300
US1.EMC,1,20160201,231400,24.5250000,24.5250000,24.5000000,24.5100000,5258
US1.EMC,1,20160201,231500,24.5100000,24.5200000,24.5000000,24.5200000,2800
US1.EMC,1,20160201,231600,24.5200000,24.5300000,24.5200000,24.5300000,900
US1.EMC,1,20160201,231700,24.5300000,24.5400000,24.5300000,24.5400000,1300
US1.EMC,1,20160201,231800,24.5500000,24.5550000,24.5500000,24.5500000,2044
US1.EMC,1,20160201,231900,24.5550000,24.5550000,24.5300000,24.5300000,1400
US1.EMC,1,20160201,232000,24.5300000,24.5400000,24.5300000,24.5400000,1800
US1.EMC,1,20160201,232100,24.5450000,24.5450000,24.5400000,24.5400000,600
US1.EMC,1,20160201,232200,24.5450000,24.5600000,24.5450000,24.5550000,2800
US1.EMC,1,20160201,232300,24.5500000,24.5500000,24.5400000,24.5400000,1600
US1.EMC,1,20160201,232400,24.5400000,24.5400000,24.5400000,24.5400000,100
US1.EMC,1,20160201,232500,24.5400000,24.5450000,24.5400000,24.5450000,900
US1.EMC,1,20160201,232600,24.5400000,24.5600000,24.5400000,24.5500000,3652
US1.EMC,1,20160201,232700,24.5550000,24.5600000,24.5550000,24.5550000,2600
US1.EMC,1,20160201,232800,24.5550000,24.6000000,24.5550000,24.6000000,9660
US1.EMC,1,20160201,232900,24.6100000,24.6200000,24.6100000,24.6200000,300
US1.EMC,1,20160201,233100,24.6000000,24.6000000,24.5850000,24.5850000,3150
US1.EMC,1,20160201,233200,24.5800000,24.5850000,24.5600000,24.5700000,17600
US1.EMC,1,20160201,233300,24.5700000,24.5900000,24.5650000,24.5800000,15402
US1.EMC,1,20160201,233400,24.5850000,24.5950000,24.5600000,24.5600000,8048
US1.EMC,1,20160201,233500,24.5600000,24.5800000,24.5600000,24.5800000,13360
US1.EMC,1,20160201,233600,24.5850000,24.6100000,24.5850000,24.6100000,4507
US1.EMC,1,20160201,233700,24.6000000,24.6000000,24.5950000,24.5950000,800
US1.EMC,1,20160201,233800,24.5900000,24.5900000,24.5650000,24.5700000,8499
US1.EMC,1,20160201,233900,24.5650000,24.5650000,24.5450000,24.5550000,7650
US1.EMC,1,20160201,234000,24.5550000,24.5900000,24.5550000,24.5900000,2147
US1.EMC,1,20160201,234100,24.5950000,24.5950000,24.5750000,24.5800000,6260
US1.EMC,1,20160201,234200,24.5850000,24.6000000,24.5800000,24.6000000,1800
US1.EMC,1,20160201,234300,24.6100000,24.6150000,24.6100000,24.6150000,800
US1.EMC,1,20160201,234400,24.6150000,24.6350000,24.6150000,24.6350000,1100
US1.EMC,1,20160201,234500,24.6350000,24.6350000,24.6300000,24.6300000,954
US1.EMC,1,20160201,234600,24.6100000,24.6100000,24.5950000,24.5950000,2700
US1.EMC,1,20160201,234700,24.5950000,24.5950000,24.5750000,24.5800000,8956
US1.EMC,1,20160201,234800,24.6000000,24.6050000,24.6000000,24.6050000,1100
US1.EMC,1,20160201,234900,24.6050000,24.6050000,24.6050000,24.6050000,400
US1.EMC,1,20160201,235000,24.6000000,24.6000000,24.5950000,24.5950000,2350
US1.EMC,1,20160201,235100,24.6000000,24.6000000,24.5800000,24.5850000,4540
US1.EMC,1,20160201,235200,24.5850000,24.5850000,24.5850000,24.5850000,1300
