<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.GS,1,20170126,185400,239.9700000,240.0100000,239.9600000,239.9800000,1900
US1.GS,1,20170126,185500,239.9700000,239.9900000,239.9600000,239.9900000,1900
US1.GS,1,20170126,185600,240.0000000,240.0000000,239.9400000,239.9400000,900
US1.GS,1,20170126,185700,239.9300000,239.9300000,239.9300000,239.9300000,100
US1.GS,1,20170126,185800,240.0000000,240.0000000,239.9400000,239.9400000,200
US1.GS,1,20170126,185900,239.9000000,239.9600000,239.9000000,239.9600000,600
US1.GS,1,20170126,190000,239.9000000,239.9000000,239.8700000,239.8700000,200
US1.GS,1,20170126,190100,239.9600000,239.9900000,239.9600000,239.9900000,300
US1.GS,1,20170126,190200,240.0100000,240.0100000,239.9200000,239.9200000,300
US1.GS,1,20170126,190300,239.9700000,240.0000000,239.9700000,240.0000000,400
US1.GS,1,20170126,190400,240.0100000,240.0100000,240.0000000,240.0000000,400
US1.GS,1,20170126,190500,239.9400000,240.0500000,239.9400000,240.0500000,300
US1.GS,1,20170126,190600,240.0400000,240.2000000,240.0400000,240.2000000,823
US1.GS,1,20170126,190700,240.2500000,240.2500000,240.1800000,240.1900000,762
US1.GS,1,20170126,190800,240.2200000,240.2200000,240.2200000,240.2200000,200
US1.GS,1,20170126,190900,240.3100000,240.3600000,240.3000000,240.3600000,1000
US1.GS,1,20170126,191000,240.4600000,240.7400000,240.4600000,240.6700000,2337
US1.GS,1,20170126,191100,240.7300000,240.7600000,240.6500000,240.6500000,1000
US1.GS,1,20170126,191200,240.6200000,240.7200000,240.6200000,240.7000000,900
US1.GS,1,20170126,191300,240.7000000,240.7000000,240.6600000,240.6600000,200
US1.GS,1,20170126,191400,240.6700000,240.6800000,240.6400000,240.6500000,1000
US1.GS,1,20170126,191500,240.6000000,240.6000000,240.5000000,240.5000000,1266
US1.GS,1,20170126,191600,240.4600000,240.4600000,240.4100000,240.4500000,4742
US1.GS,1,20170126,191700,240.4800000,240.4800000,240.3800000,240.3800000,400
US1.GS,1,20170126,191800,240.3700000,240.3700000,240.2000000,240.2000000,706
US1.GS,1,20170126,191900,240.1900000,240.1900000,240.0850000,240.1500000,300
US1.GS,1,20170126,192000,240.2500000,240.2500000,240.2500000,240.2500000,100
US1.GS,1,20170126,192100,240.1200000,240.1200000,239.9000000,239.9000000,568
US1.GS,1,20170126,192300,239.9100000,239.9100000,239.9100000,239.9100000,100
US1.GS,1,20170126,192400,239.8600000,239.9500000,239.8600000,239.9400000,601
US1.GS,1,20170126,192500,239.9900000,239.9900000,239.9900000,239.9900000,100
US1.GS,1,20170126,192600,240.0500000,240.0800000,240.0500000,240.0800000,700
US1.GS,1,20170126,192700,240.0500000,240.0500000,240.0500000,240.0500000,100
US1.GS,1,20170126,192800,240.1950000,240.2300000,240.1950000,240.2300000,300
US1.GS,1,20170126,192900,240.1900000,240.1900000,240.1400000,240.1400000,400
US1.GS,1,20170126,193000,239.9800000,239.9800000,239.8800000,239.8800000,300
US1.GS,1,20170126,193100,239.7500000,239.7500000,239.6000000,239.6000000,500
US1.GS,1,20170126,193200,239.5000000,239.5100000,239.4000000,239.4000000,500
US1.GS,1,20170126,193300,239.4400000,239.5600000,239.4000000,239.4000000,900
US1.GS,1,20170126,193400,239.4900000,239.5300000,239.4900000,239.5100000,400
US1.GS,1,20170126,193500,239.5800000,239.5800000,239.5800000,239.5800000,154
US1.GS,1,20170126,193600,239.4800000,239.5800000,239.4700000,239.4900000,809
US1.GS,1,20170126,193700,239.4100000,239.5800000,239.4100000,239.5800000,300
US1.GS,1,20170126,193800,239.7300000,239.7300000,239.6500000,239.6500000,300
US1.GS,1,20170126,193900,239.7200000,239.7800000,239.7200000,239.7600000,300
US1.GS,1,20170126,194000,239.8700000,239.9100000,239.8100000,239.9100000,400
US1.GS,1,20170126,194100,239.9100000,239.9100000,239.8300000,239.8300000,200
US1.GS,1,20170126,194200,239.9200000,239.9200000,239.9200000,239.9200000,100
US1.GS,1,20170126,194300,239.9500000,239.9500000,239.9300000,239.9300000,200
US1.GS,1,20170126,194400,239.9600000,239.9600000,239.9100000,239.9100000,400
US1.GS,1,20170126,194500,239.8300000,239.8300000,239.8300000,239.8300000,100
US1.GS,1,20170126,194700,239.8000000,239.8000000,239.8000000,239.8000000,100
US1.GS,1,20170126,194900,239.9200000,239.9200000,239.8700000,239.8700000,200
US1.GS,1,20170126,195100,239.7500000,239.7500000,239.7500000,239.7500000,100
US1.GS,1,20170126,195200,239.7200000,239.7400000,239.7200000,239.7400000,200
US1.GS,1,20170126,195300,239.7000000,239.7000000,239.7000000,239.7000000,100
US1.GS,1,20170126,195400,239.7700000,239.8400000,239.7700000,239.8400000,200
US1.GS,1,20170126,195500,239.8200000,239.8200000,239.8000000,239.8000000,300
US1.GS,1,20170126,195600,239.8000000,239.8000000,239.8000000,239.8000000,100
US1.GS,1,20170126,195900,239.8000000,239.8000000,239.8000000,239.8000000,100
US1.GS,1,20170126,200000,239.7200000,239.7200000,239.7200000,239.7200000,100
US1.GS,1,20170126,200100,239.7100000,239.7200000,239.7100000,239.7200000,200
US1.GS,1,20170126,200200,239.6100000,239.6100000,239.5200000,239.5200000,200
US1.GS,1,20170126,200300,239.3900000,239.3900000,239.3900000,239.3900000,100
US1.GS,1,20170126,200500,239.3900000,239.3900000,239.3900000,239.3900000,100
US1.GS,1,20170126,200600,239.4100000,239.4900000,239.4100000,239.4900000,300
US1.GS,1,20170126,200700,239.5100000,239.5300000,239.5000000,239.5300000,300
US1.GS,1,20170126,200900,239.6900000,239.6900000,239.6900000,239.6900000,100
US1.GS,1,20170126,201000,239.8600000,239.8600000,239.8000000,239.8000000,400
US1.GS,1,20170126,201100,239.7700000,239.7700000,239.7700000,239.7700000,100
US1.GS,1,20170126,201200,239.7800000,239.7800000,239.7700000,239.7700000,200
US1.GS,1,20170126,201300,239.7500000,239.7500000,239.7500000,239.7500000,200
US1.GS,1,20170126,201400,239.8000000,239.8000000,239.8000000,239.8000000,100
US1.GS,1,20170126,201600,239.7700000,239.7800000,239.7700000,239.7800000,400
US1.GS,1,20170126,201700,239.7500000,239.7800000,239.7500000,239.7800000,400
US1.GS,1,20170126,201800,239.8500000,239.8500000,239.8500000,239.8500000,100
US1.GS,1,20170126,202000,239.7600000,239.7600000,239.7500000,239.7500000,200
US1.GS,1,20170126,202100,239.5800000,239.5800000,239.5800000,239.5800000,100
US1.GS,1,20170126,202400,239.4300000,239.4300000,239.3100000,239.3100000,300
US1.GS,1,20170126,202700,239.4500000,239.4500000,239.4500000,239.4500000,100
US1.GS,1,20170126,203100,239.4000000,239.4500000,239.4000000,239.4500000,2100
US1.GS,1,20170126,203200,239.4500000,239.4850000,239.4500000,239.4850000,500
US1.GS,1,20170126,203300,239.5500000,239.5500000,239.5100000,239.5300000,400
US1.GS,1,20170126,203500,239.5000000,239.5300000,239.5000000,239.5100000,400
US1.GS,1,20170126,203600,239.5150000,239.5150000,239.4800000,239.4800000,200
US1.GS,1,20170126,203700,239.4800000,239.4950000,239.4700000,239.4700000,300
US1.GS,1,20170126,203800,239.3600000,239.3600000,239.3000000,239.3000000,500
US1.GS,1,20170126,203900,239.3200000,239.3200000,239.3200000,239.3200000,100
US1.GS,1,20170126,204100,239.2100000,239.2100000,239.2100000,239.2100000,100
US1.GS,1,20170126,204300,239.2000000,239.2000000,239.1000000,239.1350000,800
US1.GS,1,20170126,204400,239.1500000,239.1500000,239.0550000,239.0550000,400
US1.GS,1,20170126,204500,239.0500000,239.0500000,239.0500000,239.0500000,100
US1.GS,1,20170126,204800,239.1300000,239.1300000,239.0500000,239.0500000,200
US1.GS,1,20170126,204900,239.0500000,239.1000000,239.0500000,239.1000000,200
US1.GS,1,20170126,205100,239.2100000,239.2800000,239.2100000,239.2800000,200
US1.GS,1,20170126,205200,239.2400000,239.2400000,239.2400000,239.2400000,100
US1.GS,1,20170126,205400,239.3400000,239.3500000,239.3400000,239.3500000,500
US1.GS,1,20170126,205500,239.4400000,239.4400000,239.4000000,239.4000000,500
US1.GS,1,20170126,205600,239.4100000,239.4100000,239.4100000,239.4100000,102
US1.GS,1,20170126,205700,239.3800000,239.3800000,239.3800000,239.3800000,100
US1.GS,1,20170126,205800,239.3900000,239.3900000,239.3900000,239.3900000,100
US1.GS,1,20170126,205900,239.3500000,239.3500000,239.3500000,239.3500000,200
US1.GS,1,20170126,210200,239.2700000,239.2700000,239.2100000,239.2100000,300
US1.GS,1,20170126,210300,239.1900000,239.1900000,239.1900000,239.1900000,180
US1.GS,1,20170126,210600,239.1100000,239.1300000,239.1000000,239.1300000,400
US1.GS,1,20170126,210700,239.2100000,239.2100000,239.2100000,239.2100000,100
US1.GS,1,20170126,210800,239.1900000,239.2300000,239.1900000,239.2300000,200
US1.GS,1,20170126,211000,239.2200000,239.2200000,239.2200000,239.2200000,100
US1.GS,1,20170126,211200,239.0000000,239.0000000,238.8900000,238.8900000,1100
US1.GS,1,20170126,211300,238.9400000,238.9400000,238.8100000,238.8100000,400
US1.GS,1,20170126,211400,238.8200000,238.8200000,238.8100000,238.8100000,200
US1.GS,1,20170126,211500,238.7600000,238.7600000,238.7600000,238.7600000,100
US1.GS,1,20170126,211700,238.7300000,238.7300000,238.6000000,238.7100000,1100
US1.GS,1,20170126,211800,238.6100000,238.7000000,238.6100000,238.7000000,2820
US1.GS,1,20170126,212000,238.7900000,238.7900000,238.7000000,238.7000000,200
US1.GS,1,20170126,212200,238.6600000,238.7200000,238.5100000,238.5100000,600
US1.GS,1,20170126,212400,238.7200000,238.7200000,238.7200000,238.7200000,100
US1.GS,1,20170126,212500,238.7300000,238.7300000,238.7300000,238.7300000,100
US1.GS,1,20170126,212600,238.8150000,238.8900000,238.8100000,238.8900000,300
US1.GS,1,20170126,212700,238.8100000,238.8100000,238.7700000,238.7700000,200
US1.GS,1,20170126,212900,238.8400000,238.8400000,238.8400000,238.8400000,100
US1.GS,1,20170126,213100,238.6600000,238.6600000,238.6600000,238.6600000,100
US1.GS,1,20170126,213200,238.6700000,238.6800000,238.6100000,238.6100000,400
US1.GS,1,20170126,213300,238.6400000,238.6400000,238.6000000,238.6000000,300
US1.GS,1,20170126,213400,238.4900000,238.4900000,238.3100000,238.3100000,500
US1.GS,1,20170126,213500,238.3300000,238.3300000,238.3300000,238.3300000,596
US1.GS,1,20170126,213600,238.4200000,238.4800000,238.4200000,238.4400000,700
US1.GS,1,20170126,213700,238.4900000,238.4900000,238.4900000,238.4900000,100
US1.GS,1,20170126,213800,238.3300000,238.3300000,238.2200000,238.3100000,600
US1.GS,1,20170126,213900,238.3600000,238.3600000,238.3600000,238.3600000,100
US1.GS,1,20170126,214000,238.4400000,238.4500000,238.4400000,238.4500000,200
US1.GS,1,20170126,214100,238.5100000,238.5100000,238.5100000,238.5100000,200
US1.GS,1,20170126,214200,238.7200000,238.7200000,238.7200000,238.7200000,100
US1.GS,1,20170126,214400,238.8500000,238.8500000,238.7600000,238.7600000,500
US1.GS,1,20170126,214500,238.9500000,239.0600000,238.9500000,238.9600000,800
US1.GS,1,20170126,214700,238.9300000,238.9300000,238.9300000,238.9300000,100
US1.GS,1,20170126,214800,238.8600000,238.8650000,238.8600000,238.8650000,600
US1.GS,1,20170126,215100,238.8800000,238.8800000,238.8800000,238.8800000,100
US1.GS,1,20170126,215200,238.5700000,238.5700000,238.5700000,238.5700000,100
US1.GS,1,20170126,215300,238.5800000,238.5800000,238.5300000,238.5300000,300
US1.GS,1,20170126,215400,238.5100000,238.5100000,238.5100000,238.5100000,100
US1.GS,1,20170126,215500,238.5100000,238.5600000,238.5100000,238.5600000,500
US1.GS,1,20170126,215600,238.5400000,238.5500000,238.5400000,238.5500000,200
US1.GS,1,20170126,220100,238.7800000,238.8300000,238.7800000,238.8100000,400
US1.GS,1,20170126,220300,238.6900000,238.6900000,238.5500000,238.5900000,1300
US1.GS,1,20170126,220400,238.5400000,238.5700000,238.5400000,238.5700000,494
US1.GS,1,20170126,220500,238.5400000,238.5400000,238.5100000,238.5300000,300
US1.GS,1,20170126,220600,238.5500000,238.5500000,238.5200000,238.5200000,300
US1.GS,1,20170126,220700,238.4800000,238.4800000,238.3100000,238.3100000,1100
US1.GS,1,20170126,220800,238.3100000,238.3100000,238.2300000,238.2300000,601
US1.GS,1,20170126,220900,238.2500000,238.3200000,238.2500000,238.3200000,700
US1.GS,1,20170126,221100,238.4100000,238.4100000,238.4050000,238.4050000,200
US1.GS,1,20170126,221300,238.3900000,238.4400000,238.3900000,238.4400000,300
US1.GS,1,20170126,221400,238.4550000,238.4800000,238.4550000,238.4800000,200
US1.GS,1,20170126,221500,238.4200000,238.4200000,238.3550000,238.3550000,200
US1.GS,1,20170126,221800,238.2600000,238.2600000,238.2600000,238.2600000,300
US1.GS,1,20170126,222100,238.3500000,238.3500000,238.3500000,238.3500000,100
US1.GS,1,20170126,222200,238.4000000,238.4200000,238.3800000,238.4200000,300
US1.GS,1,20170126,222400,238.4500000,238.4500000,238.4500000,238.4500000,100
US1.GS,1,20170126,222500,238.5700000,238.5700000,238.5700000,238.5700000,100
US1.GS,1,20170126,222600,238.6100000,238.6100000,238.6100000,238.6100000,100
US1.GS,1,20170126,222800,238.5900000,238.5900000,238.5900000,238.5900000,100
US1.GS,1,20170126,222900,238.7500000,238.7500000,238.7500000,238.7500000,100
US1.GS,1,20170126,223200,238.8000000,238.8000000,238.7200000,238.7200000,400
US1.GS,1,20170126,223300,238.8000000,238.8000000,238.8000000,238.8000000,100
US1.GS,1,20170126,223500,238.8600000,238.8600000,238.8200000,238.8200000,300
US1.GS,1,20170126,223800,238.9800000,239.0000000,238.9800000,239.0000000,200
US1.GS,1,20170126,223900,239.0200000,239.0200000,238.9800000,238.9800000,400
US1.GS,1,20170126,224000,238.9500000,238.9600000,238.9300000,238.9300000,500
US1.GS,1,20170126,224200,239.0000000,239.0300000,238.9900000,239.0300000,300
US1.GS,1,20170126,224400,239.0100000,239.0900000,238.9900000,239.0900000,300
US1.GS,1,20170126,224600,239.0600000,239.0600000,239.0500000,239.0500000,200
US1.GS,1,20170126,224700,239.0500000,239.0700000,239.0400000,239.0700000,500
US1.GS,1,20170126,224800,239.1000000,239.1400000,239.1000000,239.1400000,233
US1.GS,1,20170126,225000,239.2800000,239.2800000,239.1800000,239.1800000,2000
US1.GS,1,20170126,225100,239.2000000,239.2000000,239.2000000,239.2000000,100
US1.GS,1,20170126,225200,239.2500000,239.2500000,239.1700000,239.1700000,600
US1.GS,1,20170126,225400,238.9200000,238.9200000,238.8300000,238.8300000,300
US1.GS,1,20170126,225500,238.9900000,239.0000000,238.9900000,239.0000000,200
US1.GS,1,20170126,225600,239.0000000,239.0000000,239.0000000,239.0000000,300
US1.GS,1,20170126,225700,239.0900000,239.0900000,239.0300000,239.0300000,300
US1.GS,1,20170126,225800,239.0000000,239.0000000,238.9500000,238.9500000,200
US1.GS,1,20170126,225900,239.0000000,239.0000000,239.0000000,239.0000000,400
US1.GS,1,20170126,230000,239.0000000,239.0000000,238.9900000,238.9900000,300
US1.GS,1,20170126,230100,239.0000000,239.0000000,239.0000000,239.0000000,300
US1.GS,1,20170126,230200,239.0000000,239.0000000,238.9500000,238.9500000,200
US1.GS,1,20170126,230400,239.0000000,239.0000000,239.0000000,239.0000000,500
US1.GS,1,20170126,230500,239.0100000,239.0100000,239.0050000,239.0050000,200
US1.GS,1,20170126,230600,239.0000000,239.0000000,238.9800000,238.9800000,300
US1.GS,1,20170126,230700,239.0000000,239.0300000,238.9400000,238.9400000,900
US1.GS,1,20170126,230800,239.0100000,239.0100000,239.0100000,239.0100000,100
US1.GS,1,20170126,230900,239.2400000,239.3900000,239.2400000,239.3900000,1200
US1.GS,1,20170126,231000,239.3100000,239.3100000,239.3100000,239.3100000,100
US1.GS,1,20170126,231100,239.1800000,239.2400000,239.1800000,239.2400000,500
US1.GS,1,20170126,231200,239.0600000,239.0600000,239.0600000,239.0600000,100
US1.GS,1,20170126,231400,239.0500000,239.0500000,239.0500000,239.0500000,100
US1.GS,1,20170126,231600,239.0400000,239.0800000,239.0400000,239.0800000,479
US1.GS,1,20170126,231700,239.0600000,239.0600000,239.0600000,239.0600000,100
US1.GS,1,20170126,231900,239.1900000,239.2400000,239.1900000,239.2400000,600
US1.GS,1,20170126,232000,239.2400000,239.2400000,239.1300000,239.1300000,600
US1.GS,1,20170126,232400,239.1700000,239.1700000,239.1000000,239.1000000,400
US1.GS,1,20170126,232500,239.2400000,239.2400000,239.2400000,239.2400000,200
US1.GS,1,20170126,232700,239.2700000,239.2700000,239.2700000,239.2700000,300
US1.GS,1,20170126,232800,239.2800000,239.2800000,239.2500000,239.2500000,400
US1.GS,1,20170126,232900,239.2500000,239.2500000,239.2200000,239.2200000,500
US1.GS,1,20170126,233100,239.2500000,239.2500000,239.1600000,239.1600000,700
US1.GS,1,20170126,233200,239.1900000,239.2400000,239.1900000,239.2400000,300
US1.GS,1,20170126,233300,239.2300000,239.2400000,239.2300000,239.2400000,200
US1.GS,1,20170126,233400,239.2200000,239.3500000,239.2200000,239.3500000,1016
US1.GS,1,20170126,233500,239.4200000,239.4400000,239.4100000,239.4300000,1199
US1.GS,1,20170126,233600,239.3700000,239.3700000,239.3600000,239.3600000,1300
US1.GS,1,20170126,233700,239.3400000,239.3400000,239.2200000,239.2200000,538
US1.GS,1,20170126,233800,239.2100000,239.2100000,239.1400000,239.1400000,400
US1.GS,1,20170126,233900,239.0800000,239.0800000,238.9000000,238.9000000,1700
US1.GS,1,20170126,234000,238.8500000,238.8500000,238.8500000,238.8500000,300
US1.GS,1,20170126,234100,238.8500000,238.9000000,238.8400000,238.9000000,300
US1.GS,1,20170126,234200,238.8100000,238.8100000,238.7300000,238.7600000,700
US1.GS,1,20170126,234300,238.7100000,238.7100000,238.6400000,238.6500000,500
US1.GS,1,20170126,234400,238.6500000,238.6800000,238.6500000,238.6800000,200
US1.GS,1,20170126,234600,238.6900000,238.7300000,238.6900000,238.7300000,1100
US1.GS,1,20170126,234700,238.8600000,238.8600000,238.7900000,238.7900000,900
US1.GS,1,20170126,234800,238.9100000,238.9100000,238.8400000,238.8400000,400
US1.GS,1,20170126,234900,238.8600000,238.8600000,238.8600000,238.8600000,100
US1.GS,1,20170126,235000,238.8900000,238.9000000,238.8800000,238.8800000,600
US1.GS,1,20170126,235100,238.9100000,238.9200000,238.8900000,238.9000000,600
US1.GS,1,20170126,235200,238.9100000,238.9600000,238.9000000,238.9600000,1100
US1.GS,1,20170126,235300,238.9700000,239.1200000,238.9700000,239.1200000,900
US1.GS,1,20170126,235400,239.1200000,239.1800000,239.1200000,239.1700000,1000
US1.GS,1,20170126,235500,239.2400000,239.2400000,239.1100000,239.1700000,1098
US1.GS,1,20170126,235600,239.1700000,239.2300000,239.1300000,239.1300000,2200
US1.GS,1,20170126,235700,239.1400000,239.1400000,239.0900000,239.1100000,1100
US1.GS,1,20170126,235800,239.0900000,239.1500000,239.0900000,239.1200000,600
US1.GS,1,20170126,235900,239.2900000,239.4200000,239.2900000,239.4200000,1786
US1.GS,1,20170127,000000,239.3700000,239.5700000,239.1300000,239.5700000,4495
US1.GS,1,20170127,173100,236.9000000,237.5100000,236.5700000,237.5000000,1030
US1.GS,1,20170127,173200,237.7200000,237.7200000,237.7200000,237.7200000,100
US1.GS,1,20170127,173300,237.6900000,237.7400000,237.6100000,237.7000000,1500
US1.GS,1,20170127,173400,237.7800000,237.9400000,237.0300000,237.0300000,1204
US1.GS,1,20170127,173500,237.2300000,237.2300000,237.2000000,237.2200000,600
US1.GS,1,20170127,173600,237.3300000,237.4600000,237.2800000,237.4200000,700
US1.GS,1,20170127,173700,237.2400000,237.2400000,236.9000000,236.9000000,1400
US1.GS,1,20170127,173800,236.9100000,236.9500000,236.7800000,236.9500000,1131
US1.GS,1,20170127,173900,237.1500000,237.4900000,237.1000000,237.2200000,811
US1.GS,1,20170127,174000,237.2100000,237.2200000,237.1400000,237.2200000,1600
US1.GS,1,20170127,174100,237.6500000,237.6500000,237.6500000,237.6500000,100
US1.GS,1,20170127,174200,237.7600000,237.9400000,237.7600000,237.7600000,916
US1.GS,1,20170127,174300,237.7600000,237.7600000,237.7600000,237.7600000,659
US1.GS,1,20170127,174400,237.6200000,237.6200000,237.5400000,237.6200000,1000
US1.GS,1,20170127,174500,237.7100000,237.8100000,237.6200000,237.7300000,799
US1.GS,1,20170127,174600,237.6300000,237.6500000,237.6300000,237.6500000,400
US1.GS,1,20170127,174700,237.7400000,237.7500000,237.7400000,237.7500000,495
US1.GS,1,20170127,174800,237.7400000,237.7400000,237.6700000,237.6700000,200
US1.GS,1,20170127,174900,237.5900000,237.5900000,237.5900000,237.5900000,199
US1.GS,1,20170127,175000,237.5400000,237.5400000,237.4300000,237.4300000,500
US1.GS,1,20170127,175100,237.5400000,237.6200000,237.5400000,237.6200000,200
US1.GS,1,20170127,175200,237.6300000,237.7900000,237.6300000,237.7300000,300
