<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US2.GOOG,1,20160201,180000,746.5500000,746.5500000,745.9000000,745.9000000,300
US2.GOOG,1,20160201,180100,746.0000000,746.0000000,745.7500000,745.8000000,300
US2.GOOG,1,20160201,180300,745.0800000,745.2500000,745.0800000,745.2500000,200
US2.GOOG,1,20160201,181000,745.6700000,745.6900000,745.6700000,745.6900000,200
US2.GOOG,1,20160201,181600,749.1200000,749.2800000,749.1200000,749.2800000,200
US2.GOOG,1,20160201,181900,750.5900000,750.5900000,749.8800000,749.8800000,600
US2.GOOG,1,20160201,182000,749.7900000,749.7900000,749.3400000,749.3400000,600
US2.GOOG,1,20160201,182100,748.9400000,748.9400000,748.9400000,748.9400000,100
US2.GOOG,1,20160201,182500,748.6500000,748.6600000,748.4800000,748.4800000,300
US2.GOOG,1,20160201,182700,747.6200000,747.6200000,747.6200000,747.6200000,100
US2.GOOG,1,20160201,182800,747.3400000,747.6200000,747.3400000,747.6200000,300
US2.GOOG,1,20160201,182900,747.6300000,747.6300000,747.0000000,747.0000000,300
US2.GOOG,1,20160201,183000,746.6400000,746.7800000,746.6400000,746.7800000,300
US2.GOOG,1,20160201,183100,747.0000000,747.0000000,747.0000000,747.0000000,100
US2.GOOG,1,20160201,183200,747.5100000,748.4200000,747.4000000,748.4200000,300
US2.GOOG,1,20160201,183300,748.2600000,748.3500000,748.2600000,748.3500000,200
US2.GOOG,1,20160201,183500,747.5000000,747.5000000,747.5000000,747.5000000,100
US2.GOOG,1,20160201,183600,747.8600000,748.5400000,747.8600000,748.5400000,300
US2.GOOG,1,20160201,183700,749.9600000,750.2800000,749.9600000,750.2800000,200
US2.GOOG,1,20160201,183800,750.3300000,750.3300000,750.3300000,750.3300000,200
US2.GOOG,1,20160201,184200,750.6000000,750.6000000,750.6000000,750.6000000,100
US2.GOOG,1,20160201,184300,750.5600000,750.5600000,750.5600000,750.5600000,301
US2.GOOG,1,20160201,184400,750.8500000,751.3800000,750.8500000,751.3800000,200
US2.GOOG,1,20160201,184500,751.4900000,751.4900000,751.0400000,751.0400000,820
US2.GOOG,1,20160201,184600,751.2900000,751.2900000,751.2900000,751.2900000,200
US2.GOOG,1,20160201,184700,750.9800000,750.9800000,750.9800000,750.9800000,100
US2.GOOG,1,20160201,184800,750.7200000,750.9400000,750.7200000,750.9400000,300
US2.GOOG,1,20160201,185100,750.5200000,750.5200000,750.5200000,750.5200000,100
US2.GOOG,1,20160201,185200,750.5400000,750.5700000,750.3200000,750.3200000,300
US2.GOOG,1,20160201,185500,750.5800000,750.5800000,750.5800000,750.5800000,100
US2.GOOG,1,20160201,185600,749.9100000,749.9100000,749.9100000,749.9100000,100
US2.GOOG,1,20160201,185700,750.0000000,750.0000000,750.0000000,750.0000000,100
US2.GOOG,1,20160201,190000,750.6500000,750.6500000,750.5600000,750.5600000,200
US2.GOOG,1,20160201,190100,750.4400000,750.4400000,750.4400000,750.4400000,100
US2.GOOG,1,20160201,190400,750.3400000,750.7200000,750.3400000,750.7200000,200
US2.GOOG,1,20160201,190500,750.4500000,750.4500000,750.4500000,750.4500000,100
US2.GOOG,1,20160201,190600,750.1500000,750.2650000,750.1500000,750.2400000,300
US2.GOOG,1,20160201,190800,750.6000000,750.6000000,750.6000000,750.6000000,100
US2.GOOG,1,20160201,190900,750.2500000,750.2500000,750.2500000,750.2500000,100
US2.GOOG,1,20160201,191100,749.5900000,750.0000000,749.5900000,750.0000000,200
US2.GOOG,1,20160201,191200,749.8100000,749.9400000,749.8100000,749.9400000,500
US2.GOOG,1,20160201,191300,749.8500000,750.0000000,749.8500000,750.0000000,600
US2.GOOG,1,20160201,191400,750.1150000,750.1150000,749.9000000,749.9000000,500
US2.GOOG,1,20160201,191500,750.1400000,750.1800000,750.1400000,750.1800000,200
US2.GOOG,1,20160201,191600,750.0300000,750.0600000,750.0300000,750.0600000,200
US2.GOOG,1,20160201,191700,749.8500000,749.8500000,748.5300000,748.5300000,200
US2.GOOG,1,20160201,191800,749.3800000,749.3800000,749.0500000,749.0500000,200
US2.GOOG,1,20160201,191900,749.2000000,749.2000000,748.8200000,748.8400000,900
US2.GOOG,1,20160201,192000,748.5600000,749.0200000,748.5600000,749.0200000,501
US2.GOOG,1,20160201,192100,749.1200000,749.1200000,749.0800000,749.0800000,200
US2.GOOG,1,20160201,192200,749.1700000,749.6000000,749.1700000,749.6000000,300
US2.GOOG,1,20160201,192300,749.5000000,749.6700000,749.5000000,749.5800000,300
US2.GOOG,1,20160201,192400,748.8300000,749.1500000,748.8300000,749.1500000,500
US2.GOOG,1,20160201,192700,749.4300000,749.4300000,749.4300000,749.4300000,100
US2.GOOG,1,20160201,192800,749.4800000,749.4800000,749.4800000,749.4800000,100
US2.GOOG,1,20160201,192900,749.8000000,749.8000000,749.8000000,749.8000000,100
US2.GOOG,1,20160201,193000,749.8100000,749.9100000,749.5000000,749.7300000,600
US2.GOOG,1,20160201,193200,749.7300000,750.1900000,749.6400000,749.6400000,400
US2.GOOG,1,20160201,193400,749.7200000,749.7200000,749.3300000,749.3300000,200
US2.GOOG,1,20160201,193600,750.3500000,750.4800000,750.3500000,750.4100000,400
US2.GOOG,1,20160201,193700,750.3500000,750.3600000,750.3500000,750.3600000,200
US2.GOOG,1,20160201,193800,750.3400000,750.4200000,750.3200000,750.4200000,400
US2.GOOG,1,20160201,193900,750.1400000,750.1400000,750.1400000,750.1400000,100
US2.GOOG,1,20160201,194000,750.0500000,750.0500000,750.0500000,750.0500000,100
US2.GOOG,1,20160201,194100,749.6700000,749.8800000,749.6700000,749.8800000,300
US2.GOOG,1,20160201,194300,750.0000000,750.1400000,750.0000000,750.1400000,200
US2.GOOG,1,20160201,194400,750.0900000,750.0900000,749.8300000,749.8300000,300
US2.GOOG,1,20160201,194700,750.6300000,750.6300000,750.6300000,750.6300000,100
US2.GOOG,1,20160201,194800,750.4800000,750.6200000,750.4800000,750.6200000,200
US2.GOOG,1,20160201,194900,750.8800000,750.8800000,750.7200000,750.7200000,200
US2.GOOG,1,20160201,195000,750.6200000,750.7000000,750.6200000,750.7000000,200
US2.GOOG,1,20160201,195400,750.3200000,750.3200000,750.0900000,750.0900000,300
US2.GOOG,1,20160201,195500,750.1200000,750.1200000,750.1200000,750.1200000,200
US2.GOOG,1,20160201,195700,750.0500000,750.0500000,750.0500000,750.0500000,100
US2.GOOG,1,20160201,200000,750.0400000,750.0600000,750.0400000,750.0600000,200
US2.GOOG,1,20160201,200200,750.3500000,750.3500000,750.3500000,750.3500000,200
US2.GOOG,1,20160201,200300,750.9000000,750.9100000,750.8200000,750.8200000,300
US2.GOOG,1,20160201,200500,750.6400000,750.7600000,750.6400000,750.7600000,200
US2.GOOG,1,20160201,200700,750.0000000,750.0000000,749.9200000,749.9300000,500
US2.GOOG,1,20160201,200800,749.8800000,749.8800000,749.8800000,749.8800000,100
US2.GOOG,1,20160201,201300,750.9900000,750.9900000,750.9900000,750.9900000,100
US2.GOOG,1,20160201,201400,751.2400000,751.2400000,751.2400000,751.2400000,100
US2.GOOG,1,20160201,201500,750.9900000,750.9900000,750.9000000,750.9000000,200
US2.GOOG,1,20160201,201900,751.3600000,751.3600000,751.3600000,751.3600000,100
US2.GOOG,1,20160201,202100,751.4000000,751.4000000,751.3600000,751.3600000,379
US2.GOOG,1,20160201,202200,751.2000000,751.4900000,751.2000000,751.4900000,200
US2.GOOG,1,20160201,202300,751.3600000,751.3600000,751.2200000,751.2200000,200
US2.GOOG,1,20160201,202400,751.2200000,751.2200000,751.2200000,751.2200000,100
US2.GOOG,1,20160201,202500,750.9700000,750.9800000,750.9700000,750.9800000,600
US2.GOOG,1,20160201,202600,751.3100000,751.3100000,751.3100000,751.3100000,100
US2.GOOG,1,20160201,202800,750.9000000,751.0000000,750.9000000,750.9500000,800
US2.GOOG,1,20160201,203200,751.1400000,751.1400000,751.1300000,751.1300000,400
US2.GOOG,1,20160201,203300,751.2700000,751.2700000,751.2400000,751.2400000,300
US2.GOOG,1,20160201,203400,751.2000000,751.2000000,751.2000000,751.2000000,200
US2.GOOG,1,20160201,203500,751.3200000,751.3200000,751.3200000,751.3200000,100
US2.GOOG,1,20160201,203700,751.0200000,751.0200000,751.0200000,751.0200000,100
US2.GOOG,1,20160201,203900,751.2000000,751.2000000,751.2000000,751.2000000,100
US2.GOOG,1,20160201,204100,751.3300000,751.3300000,751.3300000,751.3300000,100
US2.GOOG,1,20160201,204200,751.4500000,751.4500000,751.3500000,751.3500000,694
US2.GOOG,1,20160201,204500,751.0800000,751.0800000,751.0800000,751.0800000,100
US2.GOOG,1,20160201,204700,750.5200000,751.0100000,750.5200000,751.0100000,200
US2.GOOG,1,20160201,205100,750.8800000,750.8800000,750.8800000,750.8800000,100
US2.GOOG,1,20160201,205200,750.6600000,750.6600000,750.6600000,750.6600000,100
US2.GOOG,1,20160201,205400,750.5400000,750.5400000,750.3800000,750.3800000,484
US2.GOOG,1,20160201,205500,750.0000000,750.1800000,750.0000000,750.1800000,1300
US2.GOOG,1,20160201,205700,750.1600000,750.2100000,750.1600000,750.2100000,200
US2.GOOG,1,20160201,210100,751.2300000,751.2300000,750.5800000,750.5800000,400
US2.GOOG,1,20160201,210400,751.4900000,751.4900000,751.0400000,751.0400000,400
US2.GOOG,1,20160201,210600,751.4300000,751.4300000,751.2950000,751.3200000,600
US2.GOOG,1,20160201,210700,751.4500000,751.4500000,751.4500000,751.4500000,100
US2.GOOG,1,20160201,211100,750.8400000,750.8800000,750.8400000,750.8800000,200
US2.GOOG,1,20160201,211200,750.7800000,750.7800000,750.5900000,750.5900000,200
US2.GOOG,1,20160201,211400,751.0000000,751.0000000,751.0000000,751.0000000,100
US2.GOOG,1,20160201,211600,751.4700000,751.4700000,751.4700000,751.4700000,100
US2.GOOG,1,20160201,212100,752.9000000,752.9000000,752.9000000,752.9000000,100
US2.GOOG,1,20160201,212200,753.1600000,753.1600000,753.1600000,753.1600000,100
US2.GOOG,1,20160201,212500,754.2500000,754.3600000,754.2500000,754.3600000,300
US2.GOOG,1,20160201,212600,754.7400000,754.7800000,754.7400000,754.7800000,400
US2.GOOG,1,20160201,212700,754.6000000,754.6000000,754.5900000,754.5900000,200
US2.GOOG,1,20160201,212800,755.0500000,755.0500000,755.0500000,755.0500000,100
US2.GOOG,1,20160201,213100,755.5200000,755.5200000,755.1950000,755.1950000,400
US2.GOOG,1,20160201,213200,754.8300000,754.8300000,754.5000000,754.5000000,400
US2.GOOG,1,20160201,213400,754.5200000,754.7400000,754.5200000,754.7300000,500
US2.GOOG,1,20160201,213500,755.8500000,755.8500000,755.8500000,755.8500000,100
US2.GOOG,1,20160201,213600,756.2400000,756.6100000,756.2400000,756.3400000,500
US2.GOOG,1,20160201,213700,756.3500000,756.3500000,756.3500000,756.3500000,100
US2.GOOG,1,20160201,213900,757.5500000,757.5500000,757.5500000,757.5500000,100
US2.GOOG,1,20160201,214000,757.7100000,757.7100000,757.7100000,757.7100000,100
US2.GOOG,1,20160201,214100,757.1400000,757.1400000,757.1400000,757.1400000,100
US2.GOOG,1,20160201,214200,756.8400000,756.8400000,756.8400000,756.8400000,300
US2.GOOG,1,20160201,214500,756.1400000,756.1400000,755.4200000,755.4200000,500
US2.GOOG,1,20160201,214600,755.0600000,755.0600000,755.0000000,755.0000000,200
US2.GOOG,1,20160201,214700,754.7800000,754.7800000,754.7800000,754.7800000,100
US2.GOOG,1,20160201,214800,754.8700000,754.9800000,754.8700000,754.9800000,400
US2.GOOG,1,20160201,215100,756.1200000,756.1200000,754.7800000,754.7800000,500
US2.GOOG,1,20160201,215200,755.1800000,755.1800000,754.7100000,754.7100000,300
US2.GOOG,1,20160201,215400,754.8400000,754.8400000,754.1300000,754.1300000,200
US2.GOOG,1,20160201,215900,753.9600000,754.3800000,753.9600000,754.3800000,200
US2.GOOG,1,20160201,220200,754.6100000,754.6200000,754.6100000,754.6200000,200
US2.GOOG,1,20160201,220400,754.6700000,754.6700000,754.6700000,754.6700000,100
US2.GOOG,1,20160201,220500,754.3900000,754.3900000,753.7600000,753.7600000,200
US2.GOOG,1,20160201,220600,753.6100000,753.6100000,753.1000000,753.1000000,600
US2.GOOG,1,20160201,220700,752.3800000,752.3800000,752.3800000,752.3800000,100
US2.GOOG,1,20160201,220800,752.6100000,752.6100000,752.6000000,752.6000000,200
US2.GOOG,1,20160201,220900,752.7000000,753.1300000,752.7000000,753.1300000,300
US2.GOOG,1,20160201,221200,751.2300000,751.2300000,751.2300000,751.2300000,100
US2.GOOG,1,20160201,221300,750.6600000,750.6900000,750.5200000,750.5200000,325
US2.GOOG,1,20160201,221400,750.4700000,750.4700000,750.4700000,750.4700000,500
US2.GOOG,1,20160201,221500,750.1000000,750.1000000,749.3600000,749.5800000,500
US2.GOOG,1,20160201,221600,749.0200000,749.0200000,749.0100000,749.0100000,200
US2.GOOG,1,20160201,221700,748.9800000,748.9800000,748.9800000,748.9800000,100
US2.GOOG,1,20160201,221800,748.2800000,748.2800000,748.2700000,748.2700000,200
US2.GOOG,1,20160201,221900,748.9400000,748.9400000,748.9400000,748.9400000,100
US2.GOOG,1,20160201,222000,749.8600000,749.8600000,749.8600000,749.8600000,100
US2.GOOG,1,20160201,222200,749.4300000,749.4300000,749.4300000,749.4300000,100
US2.GOOG,1,20160201,222400,748.9600000,748.9600000,748.9600000,748.9600000,100
US2.GOOG,1,20160201,222500,748.6500000,748.6500000,748.6500000,748.6500000,100
US2.GOOG,1,20160201,222600,748.7800000,748.7800000,748.7300000,748.7300000,217
US2.GOOG,1,20160201,222800,748.1700000,748.1700000,748.1700000,748.1700000,100
US2.GOOG,1,20160201,222900,747.0000000,747.0000000,747.0000000,747.0000000,100
US2.GOOG,1,20160201,223100,748.2650000,748.2650000,748.2650000,748.2650000,100
US2.GOOG,1,20160201,223200,748.5700000,749.2800000,748.5700000,749.2800000,500
US2.GOOG,1,20160201,223300,749.1000000,749.1000000,749.0500000,749.0500000,300
US2.GOOG,1,20160201,223400,748.9900000,748.9900000,748.9900000,748.9900000,100
US2.GOOG,1,20160201,223500,749.2900000,749.6200000,749.2900000,749.6200000,300
US2.GOOG,1,20160201,223600,750.6600000,750.6600000,750.6600000,750.6600000,157
US2.GOOG,1,20160201,223700,750.4200000,750.4200000,750.4200000,750.4200000,100
US2.GOOG,1,20160201,223900,750.3000000,750.3000000,750.3000000,750.3000000,100
US2.GOOG,1,20160201,224000,750.4500000,750.4500000,750.4500000,750.4500000,100
US2.GOOG,1,20160201,224100,751.1000000,751.3200000,751.1000000,751.3200000,800
US2.GOOG,1,20160201,224200,751.7000000,751.7000000,751.7000000,751.7000000,100
US2.GOOG,1,20160201,224300,751.9400000,751.9400000,751.9400000,751.9400000,100
US2.GOOG,1,20160201,224400,753.1200000,753.1200000,752.9300000,752.9300000,200
US2.GOOG,1,20160201,224600,752.9000000,752.9000000,752.3600000,752.3600000,1000
US2.GOOG,1,20160201,224700,752.0300000,752.0700000,752.0300000,752.0700000,300
US2.GOOG,1,20160201,224800,751.0200000,751.0500000,750.9400000,750.9400000,400
US2.GOOG,1,20160201,225000,749.9100000,750.1850000,749.9100000,750.1850000,400
US2.GOOG,1,20160201,225100,750.3000000,750.3000000,750.0100000,750.0100000,500
US2.GOOG,1,20160201,225200,749.5200000,749.5800000,749.5200000,749.5800000,300
US2.GOOG,1,20160201,225300,750.1200000,750.1200000,750.1200000,750.1200000,100
US2.GOOG,1,20160201,225400,749.3100000,749.5000000,749.2800000,749.5000000,300
US2.GOOG,1,20160201,225500,749.9800000,749.9800000,749.9800000,749.9800000,100
US2.GOOG,1,20160201,225600,749.4800000,749.4800000,749.3500000,749.3500000,200
US2.GOOG,1,20160201,225800,749.6500000,750.0600000,749.2900000,749.2900000,600
US2.GOOG,1,20160201,230100,750.5100000,751.1400000,750.5100000,751.1400000,500
US2.GOOG,1,20160201,230300,751.1000000,751.2000000,751.1000000,751.2000000,500
US2.GOOG,1,20160201,230800,750.5800000,750.5800000,750.5800000,750.5800000,100
US2.GOOG,1,20160201,230900,750.5400000,750.5400000,750.5400000,750.5400000,200
US2.GOOG,1,20160201,231000,750.9400000,751.0050000,750.9400000,751.0050000,200
US2.GOOG,1,20160201,231300,750.4200000,750.4200000,750.4200000,750.4200000,100
US2.GOOG,1,20160201,231400,750.4200000,750.5900000,750.2100000,750.5900000,300
US2.GOOG,1,20160201,231500,750.4800000,750.5400000,750.4800000,750.5400000,200
US2.GOOG,1,20160201,231600,751.0200000,751.3000000,751.0200000,751.3000000,500
US2.GOOG,1,20160201,231700,752.2800000,752.2800000,752.1450000,752.1450000,400
US2.GOOG,1,20160201,231800,752.2050000,752.3500000,751.6700000,752.3500000,500
US2.GOOG,1,20160201,231900,752.5800000,752.5800000,752.5800000,752.5800000,100
US2.GOOG,1,20160201,232000,753.0000000,753.9700000,753.0000000,753.9700000,900
US2.GOOG,1,20160201,232100,753.8100000,753.8100000,753.8100000,753.8100000,100
US2.GOOG,1,20160201,232200,754.2400000,754.2400000,754.1300000,754.1300000,300
US2.GOOG,1,20160201,232300,754.3200000,754.6200000,754.3200000,754.5000000,407
US2.GOOG,1,20160201,232400,754.4500000,754.6400000,754.4500000,754.4500000,400
US2.GOOG,1,20160201,232500,754.5600000,754.5600000,754.5600000,754.5600000,100
US2.GOOG,1,20160201,232600,754.5000000,754.5000000,753.8000000,753.8000000,528
US2.GOOG,1,20160201,232700,753.5200000,753.5200000,752.5100000,752.6800000,909
US2.GOOG,1,20160201,232800,752.6150000,752.6150000,752.6150000,752.6150000,100
US2.GOOG,1,20160201,232900,752.4000000,752.4000000,752.4000000,752.4000000,100
US2.GOOG,1,20160201,233000,752.3000000,752.5000000,752.3000000,752.5000000,649
US2.GOOG,1,20160201,233100,752.5000000,752.5000000,751.4000000,751.4000000,900
US2.GOOG,1,20160201,233200,751.2300000,751.6300000,751.1800000,751.6300000,300
US2.GOOG,1,20160201,233300,751.3700000,751.3700000,751.3700000,751.3700000,100
US2.GOOG,1,20160201,233400,751.1900000,751.3000000,751.1900000,751.2600000,400
US2.GOOG,1,20160201,233500,751.2900000,751.3200000,750.9600000,750.9600000,804
US2.GOOG,1,20160201,233600,751.4200000,751.7200000,751.4200000,751.6000000,300
US2.GOOG,1,20160201,233800,751.0000000,751.0000000,751.0000000,751.0000000,300
US2.GOOG,1,20160201,233900,750.8400000,750.8400000,750.6100000,750.6100000,200
US2.GOOG,1,20160201,234000,750.5900000,750.6000000,749.1600000,749.1600000,1354
US2.GOOG,1,20160201,234100,749.4700000,749.6400000,749.4700000,749.6400000,200
US2.GOOG,1,20160201,234200,749.3800000,749.3800000,748.8600000,748.8600000,790
US2.GOOG,1,20160201,234300,748.7100000,748.7100000,748.5300000,748.5300000,400
US2.GOOG,1,20160201,234400,750.5050000,750.5050000,750.3800000,750.3800000,375
US2.GOOG,1,20160201,234500,750.1900000,750.4100000,750.1800000,750.4100000,400
US2.GOOG,1,20160201,234600,750.7600000,751.3200000,750.7600000,751.0600000,400
US2.GOOG,1,20160201,234700,751.0900000,751.5000000,751.0000000,751.0200000,1534
US2.GOOG,1,20160201,234800,751.6400000,752.0900000,751.6400000,752.0900000,200
US2.GOOG,1,20160201,234900,751.8300000,751.8300000,751.4800000,751.4800000,600
US2.GOOG,1,20160201,235000,750.9900000,751.2700000,750.9900000,751.2700000,300
US2.GOOG,1,20160201,235100,751.7700000,751.8600000,751.7700000,751.8600000,300
US2.GOOG,1,20160201,235200,751.7400000,751.7400000,751.4000000,751.4000000,433
US2.GOOG,1,20160201,235300,751.2400000,751.2400000,750.0800000,750.0800000,1841
US2.GOOG,1,20160201,235400,750.1500000,750.1500000,749.7700000,749.7700000,400
US2.GOOG,1,20160201,235500,749.6000000,749.6000000,749.6000000,749.6000000,300
US2.GOOG,1,20160201,235600,750.0300000,750.0300000,750.0300000,750.0300000,100
US2.GOOG,1,20160201,235700,750.0000000,750.0000000,749.7100000,749.8800000,400
US2.GOOG,1,20160202,000000,750.7000000,751.2500000,750.7000000,751.1200000,300
US2.GOOG,1,20160202,173100,783.4900000,783.6900000,778.8800000,779.6100000,7950
US2.GOOG,1,20160202,173200,779.0700000,779.2100000,775.3600000,779.2100000,2763
US2.GOOG,1,20160202,173300,781.0000000,784.0300000,781.0000000,783.0100000,2230
US2.GOOG,1,20160202,173400,783.5500000,784.2600000,777.2800000,780.6900000,2200
US2.GOOG,1,20160202,173500,779.7600000,779.7600000,776.7100000,776.7300000,1200
US2.GOOG,1,20160202,173600,776.5300000,778.0000000,776.0000000,778.0000000,5927
US2.GOOG,1,20160202,173700,778.3600000,778.3600000,775.0500000,775.0500000,1100
US2.GOOG,1,20160202,173800,775.0350000,776.1000000,773.5200000,773.5200000,6600
US2.GOOG,1,20160202,173900,773.4000000,774.9300000,772.6800000,772.6800000,1900
US2.GOOG,1,20160202,174000,772.6800000,772.7800000,771.6200000,772.5900000,2900
US2.GOOG,1,20160202,174100,772.1100000,774.5600000,772.1100000,774.5400000,1301
US2.GOOG,1,20160202,174200,775.3600000,776.1100000,774.8600000,774.8600000,2227
US2.GOOG,1,20160202,174400,779.2200000,779.2500000,778.9600000,779.2500000,500
US2.GOOG,1,20160202,174500,779.1100000,780.7100000,779.0000000,780.0000000,3000
US2.GOOG,1,20160202,174600,779.0100000,779.5000000,778.4500000,779.2800000,4000
US2.GOOG,1,20160202,174700,779.7400000,779.8700000,777.0200000,777.0200000,2004
US2.GOOG,1,20160202,174800,776.8000000,777.6200000,776.6200000,776.6200000,1150
US2.GOOG,1,20160202,174900,777.6600000,778.1000000,777.3100000,777.5300000,1000
US2.GOOG,1,20160202,175100,778.9300000,778.9300000,778.3400000,778.3400000,3000
US2.GOOG,1,20160202,175200,778.0100000,778.6200000,777.2500000,778.6200000,1136
US2.GOOG,1,20160202,175300,779.0000000,779.5000000,778.6700000,778.6700000,1300
US2.GOOG,1,20160202,175400,779.0000000,779.0000000,778.9400000,778.9400000,894
US2.GOOG,1,20160202,175600,779.1800000,779.7900000,778.3300000,779.7900000,800
US2.GOOG,1,20160202,175700,781.0600000,781.6200000,780.1500000,780.7500000,1227
US2.GOOG,1,20160202,175900,784.0200000,784.0200000,784.0100000,784.0100000,600
US2.GOOG,1,20160202,180000,783.2900000,783.9000000,783.2900000,783.9000000,400
US2.GOOG,1,20160202,180100,783.9800000,784.4900000,783.6700000,784.4900000,910
US2.GOOG,1,20160202,180200,784.6600000,784.9100000,784.3800000,784.3800000,700
US2.GOOG,1,20160202,180400,786.7400000,787.2100000,786.5900000,787.2100000,800
US2.GOOG,1,20160202,180500,787.4300000,787.6600000,785.0500000,785.5800000,3745
US2.GOOG,1,20160202,180600,785.0300000,785.1700000,783.8100000,783.8600000,1878
US2.GOOG,1,20160202,180700,784.0100000,784.8600000,784.0100000,784.3100000,613
US2.GOOG,1,20160202,180800,784.2100000,784.2100000,783.7300000,783.7800000,400
US2.GOOG,1,20160202,181100,783.7300000,784.4600000,783.5100000,783.9800000,801
US2.GOOG,1,20160202,181200,782.9200000,784.6100000,782.9200000,784.4800000,300
US2.GOOG,1,20160202,181300,784.0100000,784.4700000,783.5300000,783.5300000,1486
US2.GOOG,1,20160202,181400,782.0000000,782.5900000,781.7300000,781.7300000,1052
US2.GOOG,1,20160202,181700,781.6900000,782.5000000,781.6900000,782.5000000,1600
US2.GOOG,1,20160202,181800,782.3000000,782.3000000,782.2300000,782.2300000,200
US2.GOOG,1,20160202,181900,781.8800000,781.8800000,780.6600000,780.6600000,400
US2.GOOG,1,20160202,182000,781.5150000,781.7500000,781.5150000,781.7500000,600
US2.GOOG,1,20160202,182200,783.7100000,783.7100000,783.7100000,783.7100000,100
US2.GOOG,1,20160202,182300,783.4100000,784.2000000,782.6850000,782.6850000,1700
US2.GOOG,1,20160202,182400,782.0700000,782.7200000,782.0700000,782.7000000,800
US2.GOOG,1,20160202,182500,783.7800000,783.7800000,783.1150000,783.1150000,400
US2.GOOG,1,20160202,182700,783.0000000,783.0200000,783.0000000,783.0000000,300
US2.GOOG,1,20160202,182800,783.6500000,784.4200000,783.6500000,784.4200000,1875
US2.GOOG,1,20160202,182900,784.3600000,784.5000000,784.2600000,784.5000000,900
US2.GOOG,1,20160202,183000,784.2000000,784.2100000,783.7000000,783.7700000,900
US2.GOOG,1,20160202,183100,782.7300000,784.4000000,782.7300000,783.9800000,2600
US2.GOOG,1,20160202,183300,785.4600000,785.4600000,785.4400000,785.4400000,200
US2.GOOG,1,20160202,183400,785.7000000,785.9500000,785.5800000,785.9500000,1700
US2.GOOG,1,20160202,183500,785.7000000,785.7000000,784.3800000,784.5600000,800
US2.GOOG,1,20160202,183600,783.4200000,783.4200000,783.3700000,783.3700000,200
US2.GOOG,1,20160202,183700,783.5000000,783.7600000,783.5000000,783.7600000,600
US2.GOOG,1,20160202,183900,784.4900000,784.7400000,784.4900000,784.7400000,200
US2.GOOG,1,20160202,184000,784.6850000,785.5900000,784.6850000,785.3800000,1100
US2.GOOG,1,20160202,184100,786.0000000,786.0000000,786.0000000,786.0000000,100
US2.GOOG,1,20160202,184200,785.5400000,786.0000000,785.5400000,786.0000000,300
US2.GOOG,1,20160202,184300,785.7500000,785.8600000,785.7400000,785.8600000,554
US2.GOOG,1,20160202,184600,786.6000000,786.6000000,786.3000000,786.3500000,1100
US2.GOOG,1,20160202,184700,786.2600000,786.6000000,786.1500000,786.5000000,1400
